ID,TargetLogLoss,TargetRAUC
ID_8EBADE5B86,1,1
ID_64177DCE23,1,1
ID_9FF6FD957F,1,1
ID_1864F7B24D,1,1
ID_CC492301B2,1,1
ID_F7FE1BF33F,1,1
ID_472EB7EC67,1,1
ID_57CA70C165,1,1
ID_35E2B45E39,1,1
ID_BC3ABE5037,1,1
ID_6B5A9A11EF,1,1
ID_CF0CB6D9B6,1,1
ID_F165B491BB,1,1
ID_7C5EB3AC05,1,1
ID_A3139354EB,1,1
ID_FA87AAF78F,1,1
ID_9278EF1906,1,1
ID_1DA8AA45E6,1,1
ID_E0712012ED,1,1
ID_4D63BBBBCB,1,1
ID_D2B9E7BB9D,1,1
ID_BA4CD91CDE,1,1
ID_25CA40537B,1,1
ID_A29554F16E,1,1
ID_802FC9A5B7,1,1
ID_F633EBCC0A,1,1
ID_5AEE42539F,1,1
ID_6A8847072A,1,1
ID_62EF54BBEA,1,1
ID_4CC0BC6B15,1,1
ID_78F1E6D0BF,1,1
ID_E5A07BD659,1,1
ID_8A01982951,1,1
ID_DF1D757D6C,1,1
ID_5F825B336D,1,1
ID_A08C4FD715,1,1
ID_61A3EF8DE2,1,1
ID_71732A3A08,1,1
ID_3CFBC73F5A,1,1
ID_F1509A4555,1,1
ID_5D89F52F67,1,1
ID_1BD5A884E5,1,1
ID_D48CD23F33,1,1
ID_3020A53E79,1,1
ID_87880F364E,1,1
ID_BC0A803662,1,1
ID_2CC066017A,1,1
ID_D0142FBB23,1,1
ID_09AFB973C1,1,1
ID_5279950374,1,1
ID_3D77342F81,1,1
ID_0D7E5BEAB6,1,1
ID_7A9C8C5463,1,1
ID_71BCCE3533,1,1
ID_A3A24C9783,1,1
ID_6F05CC901E,1,1
ID_127CA12CB7,1,1
ID_CB51C49E57,1,1
ID_A923433217,1,1
ID_1813CFA30F,1,1
ID_64246F76D9,1,1
ID_CA1912D47B,1,1
ID_F98AB7E9F1,1,1
ID_4937D1D92D,1,1
ID_04BA00A83B,1,1
ID_F43FCF3FA0,1,1
ID_C755C9B083,1,1
ID_4417BFA26D,1,1
ID_8729C38399,1,1
ID_70526CBEC5,1,1
ID_3678A51EAF,1,1
ID_F434F82047,1,1
ID_E3D24CE540,1,1
ID_945158EEC2,1,1
ID_4C42F1AC69,1,1
ID_C15CA07ADA,1,1
ID_03E0AC2908,1,1
ID_E4D5B4B707,1,1
ID_46CF59AA8A,1,1
ID_42F5E9A3F2,1,1
ID_44AD6F00DE,1,1
ID_52EDDA24F7,1,1
ID_2E1BCBFCBF,1,1
ID_9F4E938A47,1,1
ID_A709DA2F2A,1,1
ID_79012B6B68,1,1
ID_C8F14C44DC,1,1
ID_27410ED324,1,1
ID_97253B9438,1,1
ID_B7FA87299F,1,1
ID_D52E2CAC31,1,1
ID_4963C35B2F,1,1
ID_347072F87D,1,1
ID_6B4D3CEDFC,1,1
ID_9FB3C581D3,1,1
ID_C0F3F4F77D,1,1
ID_175619B48C,1,1
ID_77C773AF74,1,1
ID_B73250FC09,1,1
ID_57A2238465,1,1
ID_AECF43CD18,1,1
ID_D89C4ED3A0,1,1
ID_1D0F6CAEEB,1,1
ID_94F06F580C,1,1
ID_4481861595,1,1
ID_84124ACEA1,1,1
ID_E848D43658,1,1
ID_BF64CD38FE,1,1
ID_71C0483C2B,1,1
ID_9F26AEC5B8,1,1
ID_6D809D966A,1,1
ID_AA5B85A96D,1,1
ID_F386B8CD27,1,1
ID_2B5C018F75,1,1
ID_858C001E32,1,1
ID_C643F9E3C1,1,1
ID_640706B33B,1,1
ID_572E5F5420,1,1
ID_DCB8D91836,1,1
ID_0BD32B363E,1,1
ID_F6FF3FF5FF,1,1
ID_F2039AEC86,1,1
ID_6FC47ACC56,1,1
ID_70EF9E9181,1,1
ID_46414D2928,1,1
ID_575C275559,1,1
ID_82A611612B,1,1
ID_98C836852E,1,1
ID_15EBF82D5A,1,1
ID_798AA21A00,1,1
ID_38D8F23CF1,1,1
ID_8C80CDE4E3,1,1
ID_984C40E884,1,1
ID_2050D997F3,1,1
ID_3BE0582BD6,1,1
ID_2196838129,1,1
ID_A537B777B0,1,1
ID_81329889DC,1,1
ID_E4DD0FC91C,1,1
ID_404CC3B26C,1,1
ID_424FD558A2,1,1
ID_4E63094C74,1,1
ID_32C812B15B,1,1
ID_DE095153EB,1,1
ID_68096A5F84,1,1
ID_197D523201,1,1
ID_E243F639DE,1,1
ID_987A4B6708,1,1
ID_1A69617272,1,1
ID_0EAC9EF34F,1,1
ID_1053704AAD,1,1
ID_8DD821FBA1,1,1
ID_1AD5663772,1,1
ID_B0D994DB07,1,1
ID_9B66F0A90F,1,1
ID_D41408D94C,1,1
ID_511B2A0F97,1,1
ID_9C6648E8D7,1,1
ID_4DC86FFBDF,1,1
ID_D4C99E6431,1,1
ID_566F4CBF81,1,1
ID_74B9020B71,1,1
ID_62FDC0B07B,1,1
ID_65A11C2DDA,1,1
ID_75433F2F56,1,1
ID_6A38FE9ECB,1,1
ID_120282AF13,1,1
ID_1F189EDA3B,1,1
ID_799F416351,1,1
ID_1C34E6FEF6,1,1
ID_B5B3F31BB9,1,1
ID_64E591FD87,1,1
ID_C2DD7405D4,1,1
ID_A3D7E0FF04,1,1
ID_71BC6B2101,1,1
ID_E28EBC778C,1,1
ID_A152EA8FB0,1,1
ID_3D634BE010,1,1
ID_E8EAFA5544,1,1
ID_2F4B0D1B15,1,1
ID_92DAF4559D,1,1
ID_07AFFAE135,1,1
ID_4E34992F92,1,1
ID_5F89821A28,1,1
ID_A8958E8BC2,1,1
ID_0819393943,1,1
ID_ED6A1D744A,1,1
ID_2408FC58DA,1,1
ID_05DAA60254,1,1
ID_2A8E1A5F3A,1,1
ID_BB86DD90EA,1,1
ID_72B080F26E,1,1
ID_27E4F17A1A,1,1
ID_0AEE8EDD3A,1,1
ID_E4D428F51C,1,1
ID_053D6F7ADE,1,1
ID_B1151547BE,1,1
ID_8545A01D87,1,1
ID_F977469997,1,1
ID_16DD0AD1E2,1,1
ID_790880D09D,1,1
ID_A0B6A0D606,1,1
ID_F656DB4428,1,1
ID_71E590CF7F,1,1
ID_EDFF55E23C,1,1
ID_9675CE4111,1,1
ID_B37D9C90EB,1,1
ID_03AA80585D,1,1
ID_3AB580B11B,1,1
ID_1291F42C5B,1,1
ID_E588BE5422,1,1
ID_A3B49300E7,1,1
ID_DB75BF38AA,1,1
ID_978D7D8285,1,1
ID_699C2472A9,1,1
ID_F1915093E0,1,1
ID_1AFAF6E1F6,1,1
ID_2A1FA16FD3,1,1
ID_2A1BFCC677,1,1
ID_26DEAF9775,1,1
ID_A167784F20,1,1
ID_94BBBA0754,1,1
ID_AABFD480EE,1,1
ID_CB30F5E058,1,1
ID_6891EF295E,1,1
ID_11E304E2A2,1,1
ID_988100103A,1,1
ID_C68862EDE4,1,1
ID_EE4F1939F5,1,1
ID_72109C90BE,1,1
ID_BD6F75A060,1,1
ID_7A8B090F94,1,1
ID_9F6F07ECAD,1,1
ID_A9243666C6,1,1
ID_62FEBECE7E,1,1
ID_60F0B9C1EE,1,1
ID_E1E5781E72,1,1
ID_9ABFC225C5,1,1
ID_4E1C0BD281,1,1
ID_E0D481451B,1,1
ID_A6B7AE7B1D,1,1
ID_44B36B65FF,1,1
ID_42F1E1D472,1,1
ID_6C5D2B0B09,1,1
ID_9AF99F474A,1,1
ID_2D4AE88253,1,1
ID_6977F62B61,1,1
ID_8623AE961F,1,1
ID_0C65793EC1,1,1
ID_6B6E92E46D,1,1
ID_F2E19F8255,1,1
ID_3B4D52339C,1,1
ID_D952D54057,1,1
ID_273290F5CE,1,1
ID_87687562F1,1,1
ID_53A1C26145,1,1
ID_B2175805E9,1,1
ID_A7DFFA13A3,1,1
ID_5F454AFEEC,1,1
ID_6F3D6506C1,1,1
ID_C36FF7BC84,1,1
ID_1B3EDD54C6,1,1
ID_19FC5AC7DF,1,1
ID_06FC5C269E,1,1
ID_8E68A0BB79,1,1
ID_CE5EFD292B,1,1
ID_FC4AD0CE44,1,1
ID_FDD49085AF,1,1
ID_D1FC5B9EC1,1,1
ID_76102A1F13,1,1
ID_F842C5A6DE,1,1
ID_E2E0BE0DB2,1,1
ID_5D7F0C1FAB,1,1
ID_CB9A95F038,1,1
ID_B8275EB7F7,1,1
ID_4BF5977E91,1,1
ID_189CA145DC,1,1
ID_FEE146CA0D,1,1
ID_2DA23C5D62,1,1
ID_7D29BFC947,1,1
ID_55B7BF40C6,1,1
ID_0D4FACA6F9,1,1
ID_98795B8F0E,1,1
ID_038DDE7499,1,1
ID_008E59067E,1,1
ID_9DDEB8040E,1,1
ID_FF0B9654EA,1,1
ID_A4EEEA8F37,1,1
ID_78A2653D80,1,1
ID_C8F06EE830,1,1
ID_3542CF84EB,1,1
ID_6FB222A9C7,1,1
ID_39F936DEB1,1,1
ID_F06717BDE1,1,1
ID_60E352D15C,1,1
ID_212F7D221B,1,1
ID_E1F8F9482E,1,1
ID_4545898ADE,1,1
ID_E71D7B786C,1,1
ID_BBC947D6DE,1,1
ID_D8933BB149,1,1
ID_3F60E56CB0,1,1
ID_270F43AFB5,1,1
ID_7D1FA5AD8D,1,1
ID_C76382FDE5,1,1
ID_F2DAB33FA0,1,1
ID_22E13643D3,1,1
ID_7CC71BB362,1,1
ID_DD5C725EEF,1,1
ID_099B4A9C49,1,1
ID_38714A1AFE,1,1
ID_1815E11E58,1,1
ID_5A633BD178,1,1
ID_83487CED81,1,1
ID_9FAC390DDC,1,1
ID_74E0E4221A,1,1
ID_433C7EEA23,1,1
ID_911915507B,1,1
ID_CB9FF59F99,1,1
ID_94D69BE2CF,1,1
ID_2ED0869357,1,1
ID_E616E9555E,1,1
ID_48A1E7E4BD,1,1
ID_6B8BF7C759,1,1
ID_EB675EBFCB,1,1
ID_656D4EBBE3,1,1
ID_ADC9C02050,1,1
ID_89CC15C6EE,1,1
ID_75EAF42E5B,1,1
ID_91F05A4FD1,1,1
ID_61C0ABC86A,1,1
ID_423F6845A2,1,1
ID_80D705E47D,1,1
ID_94DCB638B9,1,1
ID_EAFB652BEF,1,1
ID_E7DB325133,1,1
ID_6D63B96397,1,1
ID_E26898A09A,1,1
ID_E908CBEC97,1,1
ID_89128F7FB5,1,1
ID_C4D7EF7592,1,1
ID_434A3BE41B,1,1
ID_7C76D60DA9,1,1
ID_C3B86D0B55,1,1
ID_C0F8604BC9,1,1
ID_1C91C0C34F,1,1
ID_92984C6C47,1,1
ID_04DD3910AA,1,1
ID_07F090C730,1,1
ID_E98A4ECA06,1,1
ID_549C83BA79,1,1
ID_DD440D76A1,1,1
ID_8524230229,1,1
ID_1C8AEFE9ED,1,1
ID_7CD3715792,1,1
ID_61C7269EE9,1,1
ID_E55E29AF4F,1,1
ID_45E3F7AF6F,1,1
ID_5AE8B391CD,1,1
ID_A81E504DAF,1,1
ID_5C7FF61A01,1,1
ID_92D1307D35,1,1
ID_5DC9093082,1,1
ID_862AE6928B,1,1
ID_D50BE8E9D1,1,1
ID_F109D3B881,1,1
ID_680474DABB,1,1
ID_16E3F07FB3,1,1
ID_15FB1945BF,1,1
ID_8D83647EF9,1,1
ID_17B198F553,1,1
ID_1098D5EE65,1,1
ID_338422A949,1,1
ID_CEEAC21BB4,1,1
ID_45AB85ECD9,1,1
ID_F464676895,1,1
ID_8F7A1245FD,1,1
ID_12CC5D682D,1,1
ID_4447B17CE5,1,1
ID_4A5577B600,1,1
ID_4112DFA918,1,1
ID_47A57FFE5A,1,1
ID_1A6CF7B240,1,1
ID_68E1FDA309,1,1
ID_EF9A4A7023,1,1
ID_EC719E0F45,1,1
ID_65BD0147DA,1,1
ID_464636B76C,1,1
ID_7088D5718D,1,1
ID_0B494BDA7B,1,1
ID_BF6B359DD0,1,1
ID_70B9A35B53,1,1
ID_52E5771F0C,1,1
ID_5F0DDB2F95,1,1
ID_46328769BB,1,1
ID_DE03C0EC2A,1,1
ID_DF615F024E,1,1
ID_7B80AE6541,1,1
ID_DEB67BA523,1,1
ID_8809172B0F,1,1
ID_BEBA14EFC2,1,1
ID_0777D04FF8,1,1
ID_5831F66E22,1,1
ID_5CAC5C337E,1,1
ID_D5E8C8E2E7,1,1
ID_DFBF4A8550,1,1
ID_48088F1E32,1,1
ID_2BD0BCBD9F,1,1
ID_308F96CCDF,1,1
ID_EFD4B2E54C,1,1
ID_D8371BACF3,1,1
ID_E9D82F63C5,1,1
ID_2A579A27D6,1,1
ID_F199BF5FE6,1,1
ID_F3CEC27834,1,1
ID_9418A1F2CF,1,1
ID_C527159B73,1,1
ID_5D0D692674,1,1
ID_758C3FA504,1,1
ID_C3AD31CA4F,1,1
ID_FABB3AE626,1,1
ID_21DCC2F417,1,1
ID_AD396CCA06,1,1
ID_4EDCB2C2D3,1,1
ID_DB3475580F,1,1
ID_76C90C9970,1,1
ID_C3E195E1BE,1,1
ID_2981DEAC50,1,1
ID_15BB5D6F75,1,1
ID_F8559C98A1,1,1
ID_76951ADE22,1,1
ID_D6E9D660B7,1,1
ID_EF7D329BEF,1,1
ID_1EF3279FA5,1,1
ID_9F6146BBE5,1,1
ID_0168E3E3B0,1,1
ID_28098C7B77,1,1
ID_C390275471,1,1
ID_438F1E9905,1,1
ID_ECB62E165E,1,1
ID_7AD8373F12,1,1
ID_B17E58677E,1,1
ID_C1AF0FCACC,1,1
ID_16AA1F79A3,1,1
ID_80C457D29A,1,1
ID_D41D8C06D9,1,1
ID_D48833FE0B,1,1
ID_4D5BEDBD67,1,1
ID_E0115B3B53,1,1
ID_FB76742289,1,1
ID_B1266450A6,1,1
ID_A19106DA4C,1,1
ID_3C82198D48,1,1
ID_95DE9D865D,1,1
ID_AF8532787D,1,1
ID_E2E8B1CC85,1,1
ID_97E381B35D,1,1
ID_8B59DA3CBB,1,1
ID_A7C293C49E,1,1
ID_DDE1735E58,1,1
ID_F3B49BC871,1,1
ID_47656CC552,1,1
ID_3390D23124,1,1
ID_FAEE723ECF,1,1
ID_34C2F40918,1,1
ID_D7B8EDC08F,1,1
ID_F4E33DE9F8,1,1
ID_32F2BDFAA4,1,1
ID_B16F0B0000,1,1
ID_D8D29BE0F1,1,1
ID_A927CED840,1,1
ID_05EE4B0A34,1,1
ID_317F325ECB,1,1
ID_71A068327C,1,1
ID_FBDD11A17E,1,1
ID_EC805F6607,1,1
ID_4B80CC7481,1,1
ID_822BAC220B,1,1
ID_2B2EDE282C,1,1
ID_4E26BA2582,1,1
ID_2D738274EC,1,1
ID_E9D2735DAF,1,1
ID_5BC126ACBE,1,1
ID_456658BA11,1,1
ID_30B97A9F21,1,1
ID_9C32DD49F9,1,1
ID_6F2391556C,1,1
ID_23B18EB500,1,1
ID_8995786474,1,1
ID_96D2FBD664,1,1
ID_23AA9EEA91,1,1
ID_B9280D808A,1,1
ID_C0196D1BAC,1,1
ID_3B1DC5B537,1,1
ID_EEE16A908C,1,1
ID_B3B49A66E7,1,1
ID_E209A8E6AA,1,1
ID_B712C9DD81,1,1
ID_BE1DF79F02,1,1
ID_F4B6ECCB94,1,1
ID_EE7A552C15,1,1
ID_80C01A1692,1,1
ID_88E1830749,1,1
ID_D4DA5FD550,1,1
ID_6CC7F799AE,1,1
ID_6FDFBCD6CF,1,1
ID_75AEE853FC,1,1
ID_09AAF3E7B5,1,1
ID_A4F452FD57,1,1
ID_AA1FC3C0D9,1,1
ID_32A7C02D45,1,1
ID_191EF60169,1,1
ID_0E8D165C3B,1,1
ID_9314487EEE,1,1
ID_365E198DD9,1,1
ID_EABF8FEFBC,1,1
ID_231DB3DE9A,1,1
ID_76E43CCA6B,1,1
ID_13928B4E29,1,1
ID_14D5AB2DDA,1,1
ID_FB2992CCE1,1,1
ID_48B272D3AA,1,1
ID_38C65E038B,1,1
ID_3C322509C6,1,1
ID_F10262E9ED,1,1
ID_05D1C14D54,1,1
ID_64CE17FEB2,1,1
ID_974FCB1AFE,1,1
ID_B09F6CFA43,1,1
ID_EB8CC10E1E,1,1
ID_6EB6D4BA0C,1,1
ID_DCE7121B9B,1,1
ID_5546CCB7A1,1,1
ID_48DDD83A00,1,1
ID_CD0F3512E9,1,1
ID_226C6601F6,1,1
ID_5AD536B176,1,1
ID_B98A62AC0B,1,1
ID_087809F771,1,1
ID_5F312AE7AA,1,1
ID_1985C07425,1,1
ID_9943A29621,1,1
ID_91E8C42C44,1,1
ID_A4C6CC0866,1,1
ID_59535708F5,1,1
ID_443744F312,1,1
ID_BA0A28F390,1,1
ID_F3FDC144EF,1,1
ID_62DAED282A,1,1
ID_1CC7DD709D,1,1
ID_24EF6AA6EA,1,1
ID_47D9D2EDE6,1,1
ID_BFC979BFEB,1,1
ID_395C8F6F43,1,1
ID_01A46C6E76,1,1
ID_D194AF5EFF,1,1
ID_C9DD052BB4,1,1
ID_F21E1E07D1,1,1
ID_907E6CA2B1,1,1
ID_941658BD8B,1,1
ID_2587174C9E,1,1
ID_167FE85E00,1,1
ID_741E100DD0,1,1
ID_18FFF9B833,1,1
ID_F7DBA7164B,1,1
ID_B3A493F2CA,1,1
ID_9A8AC906D7,1,1
ID_C7BCD36A0A,1,1
ID_C0815B58A0,1,1
ID_66B9FDE69D,1,1
ID_7722A92807,1,1
ID_F06C119427,1,1
ID_6AA2BAED51,1,1
ID_149B0A7EB3,1,1
ID_7663730D33,1,1
ID_AFD17EA674,1,1
ID_03BF87480D,1,1
ID_8932E191BD,1,1
ID_DD1FE361EB,1,1
ID_82B6F4E7BE,1,1
ID_015E847AF6,1,1
ID_55355066C0,1,1
ID_04C90D10E3,1,1
ID_0DBD165345,1,1
ID_2F18A54170,1,1
ID_DB2CF90209,1,1
ID_7B098B4E5E,1,1
ID_1545BF943C,1,1
ID_D0BA88B104,1,1
ID_D3F187D8DB,1,1
ID_5EF941E454,1,1
ID_537EBD5941,1,1
ID_F6B70B6BA5,1,1
ID_CA715D8154,1,1
ID_C818F71BEA,1,1
ID_6FC14AE10F,1,1
ID_845BC0B25F,1,1
ID_17F4D8EEC4,1,1
ID_E1048E993D,1,1
ID_36346B4D65,1,1
ID_62CF39575A,1,1
ID_DEF9F434F9,1,1
ID_9E4F66ABC5,1,1
ID_662373DE41,1,1
ID_09186CD066,1,1
ID_E355DEA981,1,1
ID_176C4ED554,1,1
ID_DCA798C5E4,1,1
ID_C095604A9B,1,1
ID_39F422FD45,1,1
ID_33B33CDFE8,1,1
ID_6B97531189,1,1
ID_F6AEA010EA,1,1
ID_5342F00491,1,1
ID_1C469F06F4,1,1
ID_0E97DF66B2,1,1
ID_CC06B8B586,1,1
ID_DFE3E2E0C0,1,1
ID_C34EE7980C,1,1
ID_6056B4261F,1,1
ID_BCF00AAE45,1,1
ID_8E415CD135,1,1
ID_5F44F131E5,1,1
ID_56CD8BA2E3,1,1
ID_6E0C0907AB,1,1
ID_C0743BACF6,1,1
ID_EA11B50836,1,1
ID_9D1C994C19,1,1
ID_D3BA6CAD00,1,1
ID_F554C56099,1,1
ID_87AD0872A0,1,1
ID_81525211FE,1,1
ID_926AE9D43A,1,1
ID_016709B22E,1,1
ID_FC1EDD7D27,1,1
ID_56756689D1,1,1
ID_FDB4AC5501,1,1
